,acousticness,album,album_id,album_release,artist,danceability,energy,feature,key,loudness,tempo,track_id,track_name,valence,rank,percentile
40,0.648,1950,5p0UaZsYWMn4L1dSpc6AhN,2018-02-23,King Princess,0.6,0.535,No Feature,4,-7.043,71.912,0CZ8lquoTX2Dkg7Ak2inwA,1950,0.269,41,11
41,0.222,SYRE,4IFpj2jyRcugt1yzH82m3E,2017-11-17,Jaden Smith,0.786,0.82,No Feature,9,-5.093,119.982,22nyEAEM29tcBRhukR089b,Icon,0.49,42,11
42,0.0729,Justified,6QPkyl04rXwTGlGlcYaRoW,2002-11-04,Justin Timberlake,0.841,0.629,No Feature,1,-5.351,97.963,0aj2QKJvz6CePykmlTApiD,Señorita,0.87,43,11
43,0.085,Get The Fuck Off My Dick,0wF7e3QCjqx2eACY1eMP0Z,2018-03-09,Vince Staples,0.925,0.725,No Feature,0,-5.932,133.007,2jdAqci2mLt0Njv8euSZWS,Get The Fuck Off My Dick,0.479,44,11
44,0.0401,808s & Heartbreak,3WFTGIO6E3Xh4paEOBY9OU,2008-01-01,Kanye West,0.789,0.65,No Feature,10,-6.16,87.983,4EWCNWgDS8707fNSZ1oaA5,Heartless,0.617,45,10
45,0.397,ALL-AMERIKKKAN BADA$$,6swV0WUnPygRIMgEKn6Ige,2017-04-07,Joey Bada$$,0.775,0.707,No Feature,10,-5.339,104.979,7L9g4cPfohScjJ8mGwLQWr,TEMPTATION,0.78,46,10
46,0.229,Bet Ain't Worth the Hand / Bad Bad News,7Csuf8rJjBOP4GK11pPCw7,2018-03-13,Leon Bridges,0.781,0.629,No Feature,5,-6.152,111.975,5CDrDzan4wRW3Dj4LD6meH,Bad Bad News,0.693,47,10
47,0.0381,Hear No Evil,3tocsl73xCimRlSDuzFdG5,2018-04-13,Young Thug,0.901,0.472,Nicki Minaj,11,-8.416,120.0,5I30ByMf5nhgbSokY1EZiN,Anybody (feat. Nicki Minaj),0.479,48,10
48,0.324,Good Thing,7J9fifadXb0PPSBWXctbi8,2018-05-04,Leon Bridges,0.73,0.68,No Feature,4,-4.886,109.576,1sfTdlWfcFdI7NfmcfZPii,Forgive You,0.452,49,10
49,0.445,Summertime '06,4Csoz10NhNJOrCTUoPBdUD,2015-06-30,Vince Staples,0.915,0.54,No Feature,7,-6.578,100.039,4uQ7wYsuL0DryknoDc11Hk,Norf Norf,0.111,50,9
50,0.157,Foreplay,3ifnNbTrSkE9fdAQFyftu8,2016-07-07,Jalen Santoy,0.486,0.417,No Feature,5,-6.259,173.887,4mfhaU5jVlmb3IXEp1la9V,Foreplay,0.571,51,9
51,0.653,Only The Poets Mixtape (Vol. 1),2KjK2W2EFrzLF3iTRWnKlJ,2014-07-29,Marc E. Bassy,0.738,0.443,Kehlani,5,-9.614,127.084,6uT9XRrPvimLt62FNjMNBv,Lock It Up (feat. Kehlani),0.687,52,9
52,0.277,Bluebird of Happiness,4sqPEelEOjHVrGQXF2XkLB,2017-09-29,Tamar Braxton,0.866,0.588,Yo Gotti,0,-4.406,140.07,1FnJGm1oFfs927ppj4deHe,Hol' Up (feat. Yo Gotti),0.891,53,9
53,0.343,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.783,0.61,Kendrick Lamar,7,-6.124,100.047,1nueTG77MzNkJTKQ0ZdGzT,Don't Wanna Know (feat. Kendrick Lamar),0.418,54,9
54,0.535,If You're Reading This It's Too Late,0ptlfJfwGTy0Yvrk14JK1I,2015-02-12,Drake,0.827,0.477,No Feature,7,-10.408,95.03,2durxb17bXcmQJHSt8JAdO,No Tellin',0.558,55,8
55,0.22,LONG.LIVE.A$AP (Deluxe Version),1E1eyI5uGllppJZCxNoF9w,2013-01-11,A$AP Rocky,0.68,0.843,No Feature,1,-4.919,81.958,4go2hxLM6ijk0K76ZY0Nhd,Goldie,0.743,56,8
56,0.0312,Chill Bill,5qBu7Ab6alstSCAzxTJMb1,2016-06-17,Rob $tone,0.886,0.427,J. Davi$,6,-10.028,108.034,5uDASfU19gDxSjW8cnCaBp,Chill Bill,0.23,57,8
57,0.101,Basement (Feat. Jessie Reyez),2suvROVbQiZoG1H5qgSzPr,2018-04-20,Russ,0.663,0.274,Jessie Reyez,1,-12.068,119.988,2BzWMz80tzdFmVFHuyCMAp,Basement (Feat. Jessie Reyez),0.129,58,8
58,0.229,Good Thing,7J9fifadXb0PPSBWXctbi8,2018-05-04,Leon Bridges,0.58,0.687,No Feature,6,-5.4,76.014,1Omt5bfz1tZUCqd26HxbS0,Beyond,0.187,59,8
59,0.474,Know Myself,3yQsZtQbpsk62l4Yq5pjIK,2018-02-14,Justine Skye,0.776,0.5,Vory,5,-7.451,100.055,0d8anwJJGti8jE79Y4tXUD,Know Myself,0.544,60,7
60,0.00417,The Greatest Story Ever Told,4dlnbBnFH9CE6sbyrPP2aR,2008,David Banner,0.935,0.747,Chris Brown,1,-4.231,117.613,2IBF9lQ9lgVai8LkskI5L7,Get Like Me,0.736,61,7
61,0.19,If You're Reading This It's Too Late,0ptlfJfwGTy0Yvrk14JK1I,2015-02-12,Drake,0.735,0.41,No Feature,11,-8.735,114.812,5InOp6q2vvx0fShv3bzFLZ,Know Yourself,0.164,62,7
62,0.278,KIDS SEE GHOSTS,6pwuKxMUkNg673KETsXPUV,2018-06-08,KIDS SEE GHOSTS,0.765,0.542,Louis Prima,1,-6.755,171.945,6JyEh4kl9DLwmSAoNDRn5b,4th Dimension,0.734,63,7
63,0.443,Good Nights (feat. Mascolo),59BiRraz8tTC4tKKRnZfNj,2017-06-27,Whethan,0.849,0.483,Mascolo,6,-7.114,101.015,36fRbuu9QkKVDR1j7jTI2U,Good Nights (feat. Mascolo),0.282,64,7
64,0.0604,hopeless fountain kingdom (Deluxe),7GjG91tyHQNGEHzKJaqOi0,2017-06-02,Halsey,0.675,0.751,No Feature,0,-3.539,118.384,7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,0.612,65,6
65,0.000545,Dorrough Music,6GG7TFAVC33jIllZhkoyYn,2009-07-24,Dorrough Music,0.849,0.59,No Feature,0,-8.367,180.026,3lwMGZ9M5Gq4usaZZLV4NK,Ice Cream Paint Job,0.656,66,6
66,0.00589,To Pimp A Butterfly,7ycBtnsMtyVbbwTfJwRjSP,2015-03-16,Kendrick Lamar,0.884,0.657,No Feature,6,-4.569,107.059,0N3W5peJUQtI4eyR6GJT5O,King Kunta,0.489,67,6
67,0.339,Light of Mine,2c1ipXPsfn6ylm6PrQNuDU,2018-05-18,KYLE,0.689,0.584,Kehlani,1,-5.768,156.572,4F1yvJfQ7gJkrcgFJQDjOr,Playinwitme (feat. Kehlani),0.676,68,6
68,0.0717,ANTI,3Q149ZH46Z0f3oDR7vlDYV,2016-01-28,Rihanna,0.509,0.637,No Feature,4,-4.83,172.006,2aksifNn5ph8igDOkPBA02,Love On The Brain,0.378,69,5
69,0.0323,Dirty Computer,2PjlaxlMunGOUvcRzlTbtE,2018-04-27,Janelle Monáe,0.482,0.453,No Feature,0,-8.864,134.799,2EznBGrlmx9wBeYgyDojsA,I Like That,0.17,70,5
70,0.0536,The Best of Nelly Furtado (Deluxe),0KuwW8qW9a0oKhuxydvMvk,2010-01-01,Nelly Furtado,0.807,0.97,Timbaland,10,-6.056,114.297,3SwlakM6VX47IwG0Wll5ek,Promiscuous,0.876,71,5
71,0.0332,Scorpion,1ATL5GLyefJaxhQzSPVrLX,2018-06-29,Drake,0.754,0.449,No Feature,7,-9.211,77.169,6DCZcSspjsKoFjzjrWoCdn,God's Plan,0.357,72,5
72,0.0274,BUSH,3UesepjW7Scwi8DV62Qqyn,2015-05-06,Snoop Dogg,0.832,0.756,Charlie Wilson,0,-5.332,110.034,4lcpWCMFXNhvqNIQhB6yDv,Peaches N Cream,0.282,73,5
73,0.184,Camila,2vD3zSQr8hNlg0obNel4TE,2018-01-12,Camila Cabello,0.765,0.523,Young Thug,2,-4.333,104.988,1rfofaqEpACxVEHIZBJe6W,Havana,0.394,74,4
74,0.0393,The Miseducation of Lauryn Hill,1BZoqf8Zje5nGdwZhOjAtD,1998-08-25,Ms. Lauryn Hill,0.535,0.505,No Feature,2,-8.926,99.935,0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),0.495,75,4
75,0.484,Big Fish Theory,5h3WJG0aZjNOrayFu3MhCS,2017-06-23,Vince Staples,0.898,0.547,No Feature,3,-5.707,100.01,6eL1ncVDtQHgSm3E288TS7,Big Fish,0.763,76,4
76,0.104,I'm Brain,0YJa6VrbPC1cOqWc2h4X5S,2017-09-14,Brain,0.887,0.745,Lil Dicky,11,-3.428,123.031,1cURnGaH9mR7YM8SsJHZeS,How Can U Sleep (feat. Lil Dicky & The Game),0.249,77,4
77,0.0026,HAIZ,1ABRc0UFHY3x6rKQeFBTQ0,2016-02-26,Hailee Steinfeld,0.617,0.759,No Feature,0,-6.785,122.925,36phXHOKx8rO7CMp2vNX4x,Love Myself,0.324,78,4
78,0.0306,Project Baby 2,51wp3EOOp2mBIjhZjR7W0i,2017-08-18,Kodak Black,0.747,0.524,XXXTENTACION,10,-6.807,140.053,40oKW22ZNNkEdZLJTScaQI,Roll In Peace (feat. XXXTENTACION),0.363,79,3
79,0.0391,Popstar: Never Stop Never Stopping,07fcZXkBS0y4Y80GT60PZq,2016-06-03,The Lonely Island,0.769,0.768,Adam Levine,9,-4.709,140.979,39F08AoluLGQ9F1J2bO4Pn,I’m So Humble,0.797,80,3
80,0.239,Summer: The Original Hits,2TNGyJVlzMUsD5mry6qsw2,2018-04-20,Donna Summer,0.691,0.934,Brooklyn Dreams,8,-3.993,131.969,3AUbB5IqApnPB033aJ3Fbo,Heaven Knows,0.735,81,3
81,0.161,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,2018-06-15,Maroon 5,0.781,0.628,No Feature,1,-5.34,117.992,37L9lpOweL2PcMWtFhF8Ce,Denim Jacket,0.288,82,3
82,0.239,Lil Pump,2VVvm4zJlUQm9XmBCvGN6z,2017-10-06,Lil Pump,0.936,0.523,No Feature,5,-6.71,119.889,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,0.699,83,3
83,0.0533,Grateful,3HhZbSJdhOqMSaRbEt3gtw,2017-06-22,DJ Khaled,0.599,0.667,Justin Bieber,7,-4.267,80.984,1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.817,84,2
84,0.393,True to Self,7nn2Iaphg0Vc1NCGULkhVo,2017-05-26,Bryson Tiller,0.646,0.756,No Feature,9,-9.017,193.881,5GG3knKdxKWrNboRijxeKF,Run Me Dry,0.596,85,2
85,0.147,Freaky Friday (feat. Chris Brown),1XbNDGybI1iPfeQNJEeUdn,2018-03-15,Lil Dicky,0.755,0.599,Chris Brown,8,-5.042,133.123,10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),0.755,86,2
86,0.145,ye,5EBGCvO6upi3GNknMVe9x9,2018-06-01,Kanye West,0.676,0.777,No Feature,1,-3.241,173.931,2r4JRwcbIeuAzWjH4YXlLs,Yikes,0.226,87,2
87,0.0491,Face Your Fear,3Can2qB9S1pOcElpkfExB1,2017-10-27,Curtis Harding,0.713,0.8,No Feature,7,-5.938,139.942,3zYQ1KXzqBWRsxIqdVMoYF,Need Your Love,0.814,88,2
88,0.00556,The Thrill Of It All (Special Edition),3XftSbguntyRTBQaGItmfK,2017-11-03,Sam Smith,0.517,0.648,No Feature,5,-7.692,169.745,7HwcH5CiJzuUzspuOqOJQa,"Baby, You Make Me Crazy",0.541,89,1
89,0.00406,B.E.D. (Remix),1ABPbYBkc9qOAS4JSLDNIS,2017-09-01,Jacquees,0.711,0.492,Ty Dolla $ign,1,-8.528,122.009,5oFK0dJQ5auokDaVYY228m,B.E.D. - Remix,0.409,90,1
90,0.124,Late Nights: The Album,7DMyQuDPe8xzjC0UDSDa96,2015-12-04,Jeremih,0.802,0.412,Ty Dolla $ign,5,-5.963,89.546,3WjyiSbfR74pjWXQ3IaFKJ,Impatient,0.394,91,1
91,0.36,Bluebird of Happiness,4sqPEelEOjHVrGQXF2XkLB,2017-09-29,Tamar Braxton,0.359,0.54,No Feature,9,-4.715,181.429,0lTKZQUJ7e5qMJCAbXrmyn,Blind,0.351,92,1
92,0.015,Grateful,3HhZbSJdhOqMSaRbEt3gtw,2017-06-22,DJ Khaled,0.652,0.827,Calvin Harris,7,-3.98,100.011,6LOCAhFzZiavHcLJucLuDy,Don't Quit (feat. Travis Scott & Jeremih),0.659,93,1
93,0.205,I Don't Mind,5BAqg5IJQ7XFKfdoCiOlJw,2014-11-21,Usher,0.87,0.464,Juicy J,4,-8.337,112.974,7aXuop4Qambx5Oi3ynsKQr,I Don't Mind,0.457,94,0
94,0.674,Late Nights: The Album,7DMyQuDPe8xzjC0UDSDa96,2015-12-04,Jeremih,0.65,0.557,J. Cole,1,-7.762,129.285,08zJpaUQVi9FrKv2e32Bah,Planez,0.4,95,0
95,0.33,AT.LONG.LAST.A$AP,3arNdjotCvtiiLFfjKngMc,2015-05-26,A$AP Rocky,0.653,0.71,No Feature,8,-8.444,122.044,3I8MbKRkS2IBDuslhCS3iT,Excuse Me,0.409,96,0
96,0.129,The Lady Killer,3MXU6UoWrf4w4bOvjZTlvY,2010-11-09,CeeLo Green,0.69,0.834,No Feature,0,-5.79,127.43,4ycLiPVzE5KamivXrAzGFG,Fuck You,0.738,97,0
97,0.17,Good For You,3lajefIuUk4SfzqVBSJy8p,2017-07-28,Aminé,0.941,0.335,No Feature,5,-10.179,120.041,5hTpBe8h35rJ67eAWHQsJx,Caroline,0.707,98,0
